time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20230117:1430,0.0,0.0,0.0,0.0,11.01,2.55,0.0
20230117:1530,0.0,0.0,0.0,0.0,9.81,2.41,0.0
20230117:1630,0.0,0.0,0.0,0.0,8.73,2.34,0.0
20230117:1730,0.0,0.0,0.0,0.0,7.64,2.21,0.0
20230117:1830,0.0,0.0,0.0,0.0,6.58,2.21,0.0
20230117:1930,0.0,0.0,0.0,0.0,5.82,2.14,0.0
20230117:2030,0.0,0.0,0.0,0.0,5.12,2.14,0.0
20230117:2130,0.0,0.0,0.0,0.0,4.48,2.21,0.0
20230117:2230,0.0,0.0,0.0,0.0,4.05,2.28,0.0
20230117:2330,0.0,0.0,0.0,0.0,3.71,2.28,0.0
20230118:0030,0.0,0.0,0.0,0.0,3.45,2.14,0.0
20230118:0130,0.0,0.0,0.0,-3.73,3.01,2.0,0.0
20230118:0230,0.0,13.71,3.85,8.2,2.63,1.93,0.0
20230118:0330,0.0,25.35,7.12,19.21,5.48,1.17,0.0
20230118:0430,115.01,46.29,48.77,28.79,10.57,1.17,0.0
20230118:0530,284.12,65.18,62.11,36.15,13.64,1.59,0.0
20230118:0630,450.52,83.46,69.06,40.28,15.49,2.34,0.0
20230118:0730,593.71,98.87,69.09,40.37,16.31,2.41,0.0
20230118:0830,692.72,111.7,62.18,36.39,17.08,2.34,0.0
20230118:0930,720.95,123.36,48.93,29.14,17.46,2.28,0.0
20230118:1030,653.68,127.3,30.97,19.63,17.48,2.14,0.0
20230118:1130,446.27,102.73,11.3,8.66,17.08,2.07,0.0
20230118:1230,0.0,0.0,0.0,-3.23,15.65,1.93,0.0
20230118:1330,0.0,0.0,0.0,0.0,13.77,2.14,0.0
20230118:1430,0.0,0.0,0.0,0.0,12.03,2.34,0.0
20230118:1530,0.0,0.0,0.0,0.0,10.57,2.34,0.0
20230118:1630,0.0,0.0,0.0,0.0,9.42,2.28,0.0
20230118:1730,0.0,0.0,0.0,0.0,8.43,2.28,0.0
20230118:1830,0.0,0.0,0.0,0.0,7.52,2.14,0.0
20230118:1930,0.0,0.0,0.0,0.0,7.13,2.41,0.0
20230118:2030,0.0,0.0,0.0,0.0,6.88,2.41,0.0
20230118:2130,0.0,0.0,0.0,0.0,6.59,2.48,0.0
20230118:2230,0.0,0.0,0.0,0.0,6.72,2.41,0.0
20230118:2330,0.0,0.0,0.0,0.0,6.59,2.34,0.0
20230119:0030,0.0,0.0,0.0,0.0,6.82,1.17,0.0
20230119:0130,0.0,0.0,0.0,-3.69,7.12,1.1,0.0
20230119:0230,0.0,11.84,3.32,8.26,6.78,1.86,0.0
20230119:0330,0.0,34.91,9.81,19.3,8.75,1.03,0.0
20230119:0430,78.51,67.31,40.43,28.91,11.07,1.17,0.0
20230119:0530,232.56,86.2,56.42,36.31,13.84,1.24,0.0
20230119:0630,397.29,96.32,64.47,40.48,15.76,1.24,0.0
20230119:0730,495.78,127.88,63.51,40.58,17.73,0.48,0.0
20230119:0830,564.24,115.57,54.03,36.61,18.58,0.69,0.0
20230119:0930,645.51,133.24,46.37,29.35,18.99,0.83,0.0
20230119:1030,575.21,126.35,28.97,19.82,19.21,0.97,0.0
20230119:1130,394.37,98.01,10.87,8.84,18.87,1.1,0.0
20230119:1230,0.0,0.0,0.0,-3.07,17.8,1.1,0.0
20230119:1330,0.0,0.0,0.0,0.0,15.89,1.1,0.0
20230119:1430,0.0,0.0,0.0,0.0,15.03,0.55,0.0
20230119:1530,0.0,0.0,0.0,0.0,12.95,1.93,0.0
20230119:1630,0.0,0.0,0.0,0.0,12.28,2.48,0.0
20230119:1730,0.0,0.0,0.0,0.0,12.22,2.97,0.0
20230119:1830,0.0,0.0,0.0,0.0,11.9,3.24,0.0
20230119:1930,0.0,0.0,0.0,0.0,11.56,2.55,0.0
20230119:2030,0.0,0.0,0.0,0.0,11.27,3.17,0.0
20230119:2130,0.0,0.0,0.0,0.0,11.49,3.17,0.0
20230119:2230,0.0,0.0,0.0,0.0,11.69,2.83,0.0
20230119:2330,0.0,0.0,0.0,0.0,11.5,2.48,0.0
20230120:0030,0.0,0.0,0.0,0.0,11.26,2.14,0.0
20230120:0130,0.0,0.0,0.0,-3.65,10.48,2.0,0.0
20230120:0230,0.0,14.51,4.07,8.32,9.35,2.07,0.0
20230120:0330,0.0,27.25,7.66,19.39,10.61,1.45,0.0
20230120:0430,87.4,60.17,43.38,29.03,13.44,1.38,0.0
20230120:0530,243.91,79.41,58.2,36.47,15.39,1.1,0.0
20230120:0630,424.32,83.57,66.93,40.68,17.33,1.03,0.0
20230120:0730,540.86,109.1,66.18,40.81,19.46,1.1,0.0
20230120:0830,525.18,115.26,51.71,36.83,20.28,1.24,0.0
20230120:0930,580.42,136.81,43.92,29.56,20.54,1.66,0.0
20230120:1030,548.29,126.02,28.49,20.02,20.58,2.14,0.0
20230120:1130,329.28,84.69,9.93,9.02,20.19,2.34,0.0
20230120:1230,0.0,0.0,0.0,-2.9,18.61,2.41,0.0
20230120:1330,0.0,0.0,0.0,0.0,16.2,3.1,0.0
20230120:1430,0.0,0.0,0.0,0.0,14.6,3.24,0.0
20230120:1530,0.0,0.0,0.0,0.0,13.49,3.03,0.0
20230120:1630,0.0,0.0,0.0,0.0,12.78,2.69,0.0
20230120:1730,0.0,0.0,0.0,0.0,12.18,2.41,0.0
20230120:1830,0.0,0.0,0.0,0.0,11.47,2.21,0.0
20230120:1930,0.0,0.0,0.0,0.0,10.81,2.14,0.0
20230120:2030,0.0,0.0,0.0,0.0,10.22,2.0,0.0
20230120:2130,0.0,0.0,0.0,0.0,9.48,2.07,0.0
20230120:2230,0.0,0.0,0.0,0.0,8.87,2.0,0.0
20230120:2330,0.0,0.0,0.0,0.0,8.56,1.93,0.0
20230121:0030,0.0,0.0,0.0,0.0,8.03,1.93,0.0
20230121:0130,0.0,0.0,0.0,-3.6,7.53,1.79,0.0
20230121:0230,0.0,14.06,3.95,8.39,7.09,1.52,0.0
20230121:0330,0.0,26.15,7.34,19.48,9.48,0.55,0.0
20230121:0430,100.53,47.34,47.27,29.16,13.56,0.28,0.0
20230121:0530,262.94,67.0,60.72,36.64,16.49,0.55,0.0
20230121:0630,428.15,84.07,68.13,40.88,18.58,0.97,0.0
20230121:0730,567.97,99.85,68.32,41.03,19.96,1.45,0.0
20230121:0830,664.58,113.16,61.7,37.06,20.65,1.1,0.0
20230121:0930,696.88,122.77,48.87,29.78,20.98,0.69,0.0
20230121:1030,632.28,125.73,31.21,20.22,21.01,0.28,0.0
20230121:1130,431.57,101.42,11.8,9.21,20.69,0.55,0.0
20230121:1230,0.0,0.0,0.0,-2.73,19.69,1.1,0.0
20230121:1330,0.0,0.0,0.0,0.0,17.62,1.86,0.0
20230121:1430,0.0,0.0,0.0,0.0,15.51,2.14,0.0
20230121:1530,0.0,0.0,0.0,0.0,14.04,2.14,0.0
20230121:1630,0.0,0.0,0.0,0.0,12.9,2.21,0.0
20230121:1730,0.0,0.0,0.0,0.0,11.95,2.34,0.0
20230121:1830,0.0,0.0,0.0,0.0,11.26,2.41,0.0
20230121:1930,0.0,0.0,0.0,0.0,10.63,2.21,0.0
20230121:2030,0.0,0.0,0.0,0.0,10.25,2.28,0.0
20230121:2130,0.0,0.0,0.0,0.0,9.9,2.28,0.0
20230121:2230,0.0,0.0,0.0,0.0,9.58,2.21,0.0
20230121:2330,0.0,0.0,0.0,0.0,9.2,2.14,0.0
20230122:0030,0.0,0.0,0.0,0.0,8.76,2.0,0.0
20230122:0130,0.0,0.0,0.0,-3.55,8.3,1.86,0.0
20230122:0230,0.0,14.69,4.12,8.46,7.91,1.79,0.0
20230122:0330,0.0,29.17,8.19,19.58,10.73,1.17,0.0
20230122:0430,82.42,57.23,43.11,29.3,14.16,1.31,0.0
20230122:0530,239.45,71.28,57.6,36.81,17.39,1.52,0.0
20230122:0630,340.16,98.77,59.16,41.09,19.76,2.0,0.0
20230122:0730,434.09,105.08,56.62,41.27,20.99,1.86,0.0
20230122:0830,516.1,109.83,51.31,37.29,21.78,2.0,0.0
20230122:0930,597.42,130.29,44.9,30.0,22.21,2.28,0.0
20230122:1030,460.87,103.35,25.04,20.42,22.2,2.48,0.0
20230122:1130,261.5,56.35,8.14,9.39,21.41,2.07,0.0
20230122:1230,0.0,0.0,0.0,-2.56,19.81,2.21,0.0
20230122:1330,0.0,0.0,0.0,0.0,18.06,2.41,0.0
20230122:1430,0.0,0.0,0.0,0.0,16.58,2.41,0.0
20230122:1530,0.0,0.0,0.0,0.0,15.41,2.48,0.0
20230122:1630,0.0,0.0,0.0,0.0,14.47,2.55,0.0
20230122:1730,0.0,0.0,0.0,0.0,13.93,2.41,0.0
20230122:1830,0.0,0.0,0.0,0.0,13.48,2.28,0.0
20230122:1930,0.0,0.0,0.0,0.0,12.08,2.14,0.0
20230122:2030,0.0,0.0,0.0,0.0,11.32,2.14,0.0
20230122:2130,0.0,0.0,0.0,0.0,10.83,2.14,0.0
20230122:2230,0.0,0.0,0.0,0.0,10.46,2.21,0.0
20230122:2330,0.0,0.0,0.0,0.0,10.33,2.21,0.0
20230123:0030,0.0,0.0,0.0,0.0,10.02,2.21,0.0
20230123:0130,0.0,0.0,0.0,-3.49,9.62,2.14,0.0
20230123:0230,0.0,14.03,3.94,8.54,9.14,1.93,0.0
20230123:0330,0.0,31.24,8.77,19.69,11.07,1.03,0.0
20230123:0430,92.51,49.34,47.08,29.44,15.42,0.76,0.0
20230123:0530,255.43,67.41,60.95,37.0,18.65,0.83,0.0
20230123:0630,422.34,84.13,68.67,41.31,20.85,1.1,0.0
20230123:0730,564.65,98.43,68.96,41.5,22.13,1.52,0.0
20230123:0830,660.03,112.39,62.26,37.53,22.98,1.66,0.0
20230123:0930,601.68,148.9,46.96,30.22,23.32,1.79,0.0
20230123:1030,454.1,149.21,28.46,20.63,23.17,1.86,0.0
20230123:1130,348.95,99.18,11.41,9.58,22.58,1.45,0.0
20230123:1230,0.0,0.0,0.0,-2.39,21.51,1.03,0.0
20230123:1330,0.0,0.0,0.0,0.0,19.61,0.69,0.0
20230123:1430,0.0,0.0,0.0,0.0,19.02,0.62,0.0
20230123:1530,0.0,0.0,0.0,0.0,18.38,0.62,0.0
20230123:1630,0.0,0.0,0.0,0.0,17.67,0.41,0.0
20230123:1730,0.0,0.0,0.0,0.0,17.04,0.55,0.0
20230123:1830,0.0,0.0,0.0,0.0,16.24,0.62,0.0
20230123:1930,0.0,0.0,0.0,0.0,13.77,1.31,0.0
20230123:2030,0.0,0.0,0.0,0.0,14.19,0.83,0.0
20230123:2130,0.0,0.0,0.0,0.0,14.16,0.62,0.0
20230123:2230,0.0,0.0,0.0,0.0,12.92,0.97,0.0
20230123:2330,0.0,0.0,0.0,0.0,12.16,1.52,0.0
20230124:0030,0.0,0.0,0.0,0.0,12.07,1.79,0.0
20230124:0130,0.0,0.0,0.0,-3.43,12.71,1.93,0.0
20230124:0230,0.0,12.62,3.55,8.62,12.7,2.21,0.0
20230124:0330,0.0,28.62,8.04,19.8,14.14,2.14,0.0
20230124:0430,79.37,52.28,43.32,29.59,16.83,2.9,0.0
20230124:0530,151.62,70.93,41.92,37.18,19.13,3.79,0.0
20230124:0630,37.95,105.56,25.05,41.53,20.21,4.83,0.0
20230124:0730,22.23,79.88,17.69,41.75,19.88,4.62,0.0
20230124:0830,56.29,109.16,24.03,37.77,19.79,4.41,0.0
20230124:0930,158.37,110.91,25.0,30.45,20.0,4.28,0.0
20230124:1030,236.78,70.46,16.64,20.83,20.25,4.34,0.0
20230124:1130,259.14,57.49,8.48,9.77,19.96,4.0,0.0
20230124:1230,0.0,0.0,0.0,-2.22,18.98,3.38,0.0
20230124:1330,0.0,0.0,0.0,0.0,17.73,3.31,0.0
20230124:1430,0.0,0.0,0.0,0.0,17.21,3.52,0.0
20230124:1530,0.0,0.0,0.0,0.0,16.66,3.38,0.0
20230124:1630,0.0,0.0,0.0,0.0,16.03,3.31,0.0
20230124:1730,0.0,0.0,0.0,0.0,15.5,3.52,0.0
20230124:1830,0.0,0.0,0.0,0.0,15.25,3.72,0.0
20230124:1930,0.0,0.0,0.0,0.0,15.46,2.97,0.0
20230124:2030,0.0,0.0,0.0,0.0,15.23,2.9,0.0
20230124:2130,0.0,0.0,0.0,0.0,14.72,2.69,0.0
20230124:2230,0.0,0.0,0.0,0.0,14.21,2.48,0.0
20230124:2330,0.0,0.0,0.0,0.0,13.96,2.07,0.0
20230125:0030,0.0,0.0,0.0,0.0,13.44,1.59,0.0
20230125:0130,0.0,0.0,0.0,-3.37,12.78,1.1,0.0
20230125:0230,0.0,15.34,4.31,8.71,12.9,0.9,0.0
20230125:0330,0.0,37.59,10.56,19.92,14.4,0.9,0.0
20230125:0430,42.9,64.12,30.83,29.74,16.19,1.31,0.0
20230125:0530,127.98,123.08,46.45,37.38,17.68,1.52,0.0
20230125:0630,138.51,133.42,40.88,41.77,19.46,1.38,0.0
20230125:0730,325.81,151.59,53.59,42.0,19.85,0.55,0.0
20230125:0830,407.37,118.2,45.76,38.02,20.93,0.55,0.0
20230125:0930,530.52,117.5,41.6,30.68,21.29,0.41,0.0
20230125:1030,343.77,92.2,21.61,21.04,21.48,0.21,0.0
20230125:1130,294.83,70.15,9.75,9.95,20.96,0.34,0.0
20230125:1230,0.0,0.0,0.0,-2.05,19.98,0.62,0.0
20230125:1330,0.0,0.0,0.0,0.0,18.42,1.31,0.0
20230125:1430,0.0,0.0,0.0,0.0,17.02,1.59,0.0
20230125:1530,0.0,0.0,0.0,0.0,15.93,1.72,0.0
20230125:1630,0.0,0.0,0.0,0.0,15.11,1.86,0.0
20230125:1730,0.0,0.0,0.0,0.0,14.47,1.86,0.0
20230125:1830,0.0,0.0,0.0,0.0,14.09,2.0,0.0
20230125:1930,0.0,0.0,0.0,0.0,14.55,2.07,0.0
20230125:2030,0.0,0.0,0.0,0.0,14.43,2.34,0.0
20230125:2130,0.0,0.0,0.0,0.0,14.03,2.48,0.0
20230125:2230,0.0,0.0,0.0,0.0,13.94,2.48,0.0
20230125:2330,0.0,0.0,0.0,0.0,13.21,2.55,0.0
20230126:0030,0.0,0.0,0.0,0.0,13.01,2.55,0.0
20230126:0130,0.0,0.0,0.0,-3.29,12.5,2.55,0.0
20230126:0230,0.0,17.0,4.77,8.81,12.19,2.41,0.0
20230126:0330,0.0,38.93,10.93,20.04,13.06,3.03,0.0
20230126:0430,55.75,80.77,40.57,29.9,15.08,3.31,0.0
20230126:0530,190.75,104.47,56.08,37.58,16.68,3.17,0.0
20230126:0630,188.29,168.81,52.25,42.0,18.23,3.45,0.0
20230126:0730,494.64,121.39,66.22,42.25,18.54,3.17,0.0
20230126:0830,610.39,127.36,61.45,38.27,19.53,3.24,0.0
20230126:0930,655.06,137.91,49.94,30.91,19.91,3.45,0.0
20230126:1030,629.9,130.83,33.12,21.25,19.87,3.66,0.0
20230126:1130,418.64,105.31,13.0,10.14,19.26,3.79,0.0
20230126:1230,0.0,0.0,0.0,-1.87,17.81,3.1,0.0
20230126:1330,0.0,0.0,0.0,0.0,15.6,3.1,0.0
20230126:1430,0.0,0.0,0.0,0.0,14.39,3.17,0.0
20230126:1530,0.0,0.0,0.0,0.0,13.4,3.17,0.0
20230126:1630,0.0,0.0,0.0,0.0,12.53,3.1,0.0
20230126:1730,0.0,0.0,0.0,0.0,11.74,3.1,0.0
20230126:1830,0.0,0.0,0.0,0.0,11.12,3.1,0.0
20230126:1930,0.0,0.0,0.0,0.0,10.5,3.03,0.0
20230126:2030,0.0,0.0,0.0,0.0,10.05,3.1,0.0
20230126:2130,0.0,0.0,0.0,0.0,9.7,3.17,0.0
20230126:2230,0.0,0.0,0.0,0.0,9.34,3.24,0.0
20230126:2330,0.0,0.0,0.0,0.0,8.95,3.17,0.0
20230127:0030,0.0,0.0,0.0,0.0,8.76,3.1,0.0
20230127:0130,0.0,0.0,0.0,-3.22,8.28,2.97,0.0
20230127:0230,0.0,15.7,4.41,8.9,8.0,2.97,0.0
20230127:0330,0.0,29.98,8.42,20.17,9.93,3.03,0.0
20230127:0430,86.9,46.3,50.3,30.06,12.5,3.79,0.0
20230127:0530,253.42,67.78,64.23,37.78,14.95,4.21,0.0
20230127:0630,425.61,84.41,72.03,42.24,16.95,4.41,0.0
20230127:0730,573.24,100.95,72.52,42.51,18.2,4.07,0.0
20230127:0830,677.38,115.19,65.87,38.52,19.3,4.07,0.0
20230127:0930,716.23,126.39,52.72,31.14,19.89,3.93,0.0
20230127:1030,661.08,131.0,34.49,21.46,20.01,3.93,0.0
20230127:1130,466.58,111.09,14.04,10.33,19.49,3.66,0.0
20230127:1230,0.0,0.0,0.0,-1.7,17.81,3.03,0.0
20230127:1330,0.0,0.0,0.0,0.0,15.38,3.17,0.0
20230127:1430,0.0,0.0,0.0,0.0,13.93,3.24,0.0
20230127:1530,0.0,0.0,0.0,0.0,12.82,3.24,0.0
20230127:1630,0.0,0.0,0.0,0.0,11.86,3.17,0.0
20230127:1730,0.0,0.0,0.0,0.0,11.04,3.03,0.0
20230127:1830,0.0,0.0,0.0,0.0,10.25,2.9,0.0
20230127:1930,0.0,0.0,0.0,0.0,9.67,3.03,0.0
20230127:2030,0.0,0.0,0.0,0.0,9.23,3.24,0.0
20230127:2130,0.0,0.0,0.0,0.0,8.91,3.31,0.0
20230127:2230,0.0,0.0,0.0,0.0,8.51,3.1,0.0
20230127:2330,0.0,0.0,0.0,0.0,8.05,3.03,0.0
20230128:0030,0.0,0.0,0.0,0.0,7.62,3.03,0.0
20230128:0130,0.0,0.0,0.0,-3.13,7.27,3.03,0.0
20230128:0230,0.0,15.42,4.33,9.01,6.97,2.83,0.0
20230128:0330,0.0,27.07,7.61,20.3,8.93,2.34,0.0
20230128:0430,86.54,44.46,51.64,30.23,12.39,2.48,0.0
20230128:0530,257.25,64.86,65.6,37.99,15.33,2.55,0.0
20230128:0630,426.16,83.44,72.76,42.49,17.68,2.48,0.0
20230128:0730,572.88,99.91,73.01,42.78,19.42,2.41,0.0
20230128:0830,675.48,114.18,66.17,38.78,20.64,2.28,0.0
20230128:0930,713.04,125.36,52.93,31.38,21.36,2.14,0.0
20230128:1030,659.47,129.59,34.73,21.68,21.55,2.14,0.0
20230128:1130,467.99,110.42,14.29,10.53,21.17,2.14,0.0
20230128:1230,0.0,0.0,0.0,-1.53,19.67,2.0,0.0
20230128:1330,0.0,0.0,0.0,0.0,17.42,2.28,0.0
20230128:1430,0.0,0.0,0.0,0.0,15.32,2.21,0.0
20230128:1530,0.0,0.0,0.0,0.0,13.64,2.14,0.0
20230128:1630,0.0,0.0,0.0,0.0,12.09,2.0,0.0
20230128:1730,0.0,0.0,0.0,0.0,10.75,1.93,0.0
20230128:1830,0.0,0.0,0.0,0.0,9.81,2.0,0.0
20230128:1930,0.0,0.0,0.0,0.0,9.8,1.59,0.0
20230128:2030,0.0,0.0,0.0,0.0,9.6,1.59,0.0
20230128:2130,0.0,0.0,0.0,0.0,9.46,1.45,0.0
20230128:2230,0.0,0.0,0.0,0.0,8.45,1.72,0.0
20230128:2330,0.0,0.0,0.0,0.0,8.54,1.86,0.0
20230129:0030,0.0,0.0,0.0,0.0,8.88,1.79,0.0
20230129:0130,0.0,0.0,0.0,-3.05,9.46,1.79,0.0
20230129:0230,0.0,14.03,3.94,9.12,10.24,2.0,0.0
20230129:0330,0.0,41.72,11.72,20.44,11.63,1.45,0.0
20230129:0430,21.38,108.05,31.98,30.41,13.87,1.59,0.0
20230129:0530,33.48,133.17,32.5,38.21,16.58,3.45,0.0
20230129:0630,10.64,112.07,23.62,42.75,17.6,4.28,0.0
20230129:0730,39.32,133.08,29.17,43.05,16.88,2.07,0.0
20230129:0830,10.08,116.23,23.68,39.05,16.82,1.31,0.0
20230129:0930,35.07,112.89,22.94,31.62,16.83,1.38,0.0
20230129:1030,18.65,59.95,12.03,21.89,17.0,1.59,0.0
20230129:1130,101.21,42.47,6.92,10.72,16.72,1.72,0.0
20230129:1230,0.0,0.0,0.0,-1.35,16.06,2.34,0.0
20230129:1330,0.0,0.0,0.0,0.0,14.96,2.69,0.0
20230129:1430,0.0,0.0,0.0,0.0,14.25,2.55,0.0
20230129:1530,0.0,0.0,0.0,0.0,13.73,2.21,0.0
20230129:1630,0.0,0.0,0.0,0.0,13.04,1.72,0.0
20230129:1730,0.0,0.0,0.0,0.0,12.36,2.0,0.0
20230129:1830,0.0,0.0,0.0,0.0,12.39,2.34,0.0
20230129:1930,0.0,0.0,0.0,0.0,13.0,0.28,0.0
20230129:2030,0.0,0.0,0.0,0.0,12.38,0.83,0.0
20230129:2130,0.0,0.0,0.0,0.0,11.59,1.45,0.0
20230129:2230,0.0,0.0,0.0,0.0,11.54,1.52,0.0
20230129:2330,0.0,0.0,0.0,0.0,11.63,1.86,0.0
20230130:0030,0.0,0.0,0.0,0.0,11.99,2.62,0.0
20230130:0130,0.0,0.0,0.0,-2.95,12.26,3.1,0.0
20230130:0230,0.0,13.14,3.69,9.23,12.55,3.38,0.0
20230130:0330,0.0,36.31,10.2,20.59,13.3,3.31,0.0
20230130:0430,1.43,64.84,13.74,30.59,14.12,3.52,0.0
20230130:0530,19.35,102.58,24.19,38.43,14.19,3.38,0.0
20230130:0630,126.9,169.98,46.8,43.01,14.95,3.59,0.0
20230130:0730,122.05,163.04,40.21,43.32,17.05,3.45,0.0
20230130:0830,115.9,166.35,36.68,39.31,17.11,2.9,0.0
20230130:0930,148.59,133.09,28.64,31.86,17.01,2.62,0.0
20230130:1030,55.65,72.11,14.36,22.11,16.8,2.34,0.0
20230130:1130,64.09,38.26,6.55,10.91,16.46,2.0,0.0
20230130:1230,0.0,0.0,0.0,-1.18,15.92,1.24,0.0
20230130:1330,0.0,0.0,0.0,0.0,14.83,1.1,0.0
20230130:1430,0.0,0.0,0.0,0.0,13.67,0.9,0.0
20230130:1530,0.0,0.0,0.0,0.0,13.95,0.69,0.0
20230130:1630,0.0,0.0,0.0,0.0,13.58,0.48,0.0
20230130:1730,0.0,0.0,0.0,0.0,12.49,0.97,0.0
20230130:1830,0.0,0.0,0.0,0.0,10.51,1.72,0.0
20230130:1930,0.0,0.0,0.0,0.0,10.0,1.79,0.0
20230130:2030,0.0,0.0,0.0,0.0,9.66,2.07,0.0
20230130:2130,0.0,0.0,0.0,0.0,9.71,2.28,0.0
20230130:2230,0.0,0.0,0.0,0.0,10.06,2.41,0.0
20230130:2330,0.0,0.0,0.0,0.0,10.22,2.55,0.0
20230131:0030,0.0,0.0,0.0,0.0,10.38,2.62,0.0
20230131:0130,0.0,0.0,0.0,-2.86,10.38,2.69,0.0
20230131:0230,0.0,16.13,4.53,9.35,10.46,2.83,0.0
20230131:0330,0.0,28.87,8.11,20.74,12.19,2.83,0.0
20230131:0430,70.52,46.98,49.22,30.78,14.83,3.38,0.0
20230131:0530,230.73,67.19,63.1,38.66,17.47,4.0,0.0
20230131:0630,394.81,85.56,70.82,43.27,19.32,4.69,0.0
20230131:0730,536.82,102.62,71.45,43.6,20.09,4.83,0.0
20230131:0830,641.09,114.72,65.2,39.58,20.87,5.1,0.0
20230131:0930,678.45,125.06,52.4,32.11,21.15,5.03,0.0
20230131:1030,625.98,128.34,34.62,22.33,21.06,4.9,0.0
20230131:1130,443.21,107.49,14.61,11.1,20.44,4.76,0.0
20230131:1230,0.0,0.0,0.0,-1.01,18.91,4.14,0.0
20230131:1330,0.0,0.0,0.0,0.0,16.86,4.0,0.0
20230131:1430,0.0,0.0,0.0,0.0,15.45,3.93,0.0
20230131:1530,0.0,0.0,0.0,0.0,14.34,3.86,0.0
20230131:1630,0.0,0.0,0.0,0.0,13.29,3.66,0.0
20230131:1730,0.0,0.0,0.0,0.0,12.36,3.66,0.0
20230131:1830,0.0,0.0,0.0,0.0,11.63,3.66,0.0
20230131:1930,0.0,0.0,0.0,0.0,11.37,3.86,0.0
20230131:2030,0.0,0.0,0.0,0.0,10.96,3.93,0.0
20230131:2130,0.0,0.0,0.0,0.0,10.57,3.86,0.0
20230131:2230,0.0,0.0,0.0,0.0,10.25,3.86,0.0
20230131:2330,0.0,0.0,0.0,0.0,9.96,3.79,0.0
20230201:0030,0.0,0.0,0.0,0.0,9.69,3.72,0.0
20230201:0130,0.0,0.0,0.0,-2.75,9.46,3.66,0.0
20230201:0230,0.0,16.36,4.6,9.48,9.27,3.52,0.0
20230201:0330,0.0,28.21,7.92,20.89,10.75,3.45,0.0
20230201:0430,71.63,44.62,51.63,30.97,13.49,4.14,0.0
20230201:0530,238.48,65.12,65.64,38.9,15.98,4.28,0.0
20230201:0630,405.61,84.08,73.04,43.54,18.1,4.41,0.0
20230201:0730,552.26,100.4,73.54,43.89,19.26,4.28,0.0
20230201:0830,655.43,114.36,66.88,39.85,20.42,4.41,0.0
20230201:0930,694.1,125.14,53.75,32.35,21.04,4.48,0.0
20230201:1030,643.75,129.11,35.65,22.54,21.12,4.41,0.0
20230201:1130,460.94,110.48,15.24,11.3,20.65,3.86,0.0
20230201:1230,0.0,0.0,0.0,-0.83,19.05,3.17,0.0
20230201:1330,0.0,0.0,0.0,0.0,16.6,3.38,0.0
20230201:1430,0.0,0.0,0.0,0.0,15.29,3.52,0.0
20230201:1530,0.0,0.0,0.0,0.0,14.35,3.59,0.0
20230201:1630,0.0,0.0,0.0,0.0,13.57,3.59,0.0
20230201:1730,0.0,0.0,0.0,0.0,12.9,3.66,0.0
20230201:1830,0.0,0.0,0.0,0.0,12.3,3.72,0.0
20230201:1930,0.0,0.0,0.0,0.0,11.88,3.66,0.0
20230201:2030,0.0,0.0,0.0,0.0,11.37,3.66,0.0
20230201:2130,0.0,0.0,0.0,0.0,10.89,3.66,0.0
20230201:2230,0.0,0.0,0.0,0.0,10.43,3.66,0.0
20230201:2330,0.0,0.0,0.0,0.0,10.06,3.79,0.0
20230202:0030,0.0,0.0,0.0,0.0,9.81,3.86,0.0
20230202:0130,0.0,0.0,0.0,-2.64,9.57,3.79,0.0
20230202:0230,0.0,16.34,4.59,9.61,9.49,3.72,0.0
20230202:0330,0.0,27.88,7.83,21.05,11.36,3.38,0.0
20230202:0430,69.28,43.53,52.28,31.17,14.38,4.0,0.0
20230202:0530,237.4,63.85,66.29,39.14,17.11,4.21,0.0
20230202:0630,406.03,82.42,73.72,43.82,19.38,4.28,0.0
20230202:0730,553.26,98.83,74.17,44.18,21.04,4.21,0.0
20230202:0830,657.48,112.8,67.48,40.13,22.23,4.14,0.0
20230202:0930,697.95,123.51,54.32,32.6,22.84,4.21,0.0
20230202:1030,647.84,127.68,36.09,22.76,22.92,4.07,0.0
20230202:1130,465.06,109.76,15.53,11.49,22.27,3.31,0.0
20230202:1230,0.0,0.0,0.0,-0.66,20.41,3.1,0.0
20230202:1330,0.0,0.0,0.0,0.0,17.83,3.24,0.0
20230202:1430,0.0,0.0,0.0,0.0,16.32,3.17,0.0
20230202:1530,0.0,0.0,0.0,0.0,15.19,3.1,0.0
20230202:1630,0.0,0.0,0.0,0.0,14.17,2.97,0.0
20230202:1730,0.0,0.0,0.0,0.0,13.22,2.9,0.0
20230202:1830,0.0,0.0,0.0,0.0,12.41,2.9,0.0
20230202:1930,0.0,0.0,0.0,0.0,11.7,2.76,0.0
20230202:2030,0.0,0.0,0.0,0.0,11.15,2.83,0.0
20230202:2130,0.0,0.0,0.0,0.0,10.66,2.9,0.0
20230202:2230,0.0,0.0,0.0,0.0,10.24,2.9,0.0
20230202:2330,0.0,0.0,0.0,0.0,9.85,2.97,0.0
20230203:0030,0.0,0.0,0.0,0.0,9.52,2.97,0.0
20230203:0130,0.0,0.0,0.0,-2.53,9.19,2.9,0.0
20230203:0230,0.0,16.39,4.6,9.74,9.0,2.83,0.0
20230203:0330,0.0,27.89,7.83,21.22,11.23,2.48,0.0
