time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20231117:0930,493.24,139.59,36.31,26.62,27.06,1.17,0.0
20231117:1030,330.37,108.33,18.33,16.25,26.89,0.76,0.0
20231117:1130,264.97,56.13,4.76,4.7,26.37,0.41,0.0
20231117:1230,0.0,0.0,0.0,0.0,25.17,0.48,0.0
20231117:1330,0.0,0.0,0.0,0.0,23.34,0.76,0.0
20231117:1430,0.0,0.0,0.0,0.0,22.19,0.76,0.0
20231117:1530,0.0,0.0,0.0,0.0,21.73,0.69,0.0
20231117:1630,0.0,0.0,0.0,0.0,20.93,0.41,0.0
20231117:1730,0.0,0.0,0.0,0.0,20.05,0.83,0.0
20231117:1830,0.0,0.0,0.0,0.0,17.26,1.72,0.0
20231117:1930,0.0,0.0,0.0,0.0,16.68,1.93,0.0
20231117:2030,0.0,0.0,0.0,0.0,16.41,2.21,0.0
20231117:2130,0.0,0.0,0.0,0.0,16.19,2.21,0.0
20231117:2230,0.0,0.0,0.0,0.0,16.05,2.14,0.0
20231117:2330,0.0,0.0,0.0,0.0,15.8,2.07,0.0
20231118:0030,0.0,0.0,0.0,0.0,15.6,1.93,0.0
20231118:0130,0.0,4.98,1.4,1.96,15.14,1.72,0.0
20231118:0230,0.0,20.47,5.75,13.68,15.21,1.38,0.0
20231118:0330,10.28,45.73,34.86,24.33,18.8,0.97,0.0
20231118:0430,129.69,76.4,49.25,33.27,22.19,1.03,0.0
20231118:0530,286.95,93.69,61.58,39.59,24.48,1.24,0.0
20231118:0630,457.01,96.76,67.33,42.2,25.73,1.17,0.0
20231118:0730,564.8,115.33,64.25,40.51,26.32,0.69,0.0
20231118:0830,483.29,164.27,49.94,34.93,26.76,1.03,0.0
20231118:0930,456.94,142.12,34.98,26.47,26.7,1.03,0.0
20231118:1030,351.7,106.42,18.41,16.14,26.49,0.97,0.0
20231118:1130,233.92,50.16,4.4,4.61,25.98,0.9,0.0
20231118:1230,0.0,0.0,0.0,0.0,24.86,1.31,0.0
20231118:1330,0.0,0.0,0.0,0.0,23.2,1.66,0.0
20231118:1430,0.0,0.0,0.0,0.0,21.83,1.93,0.0
20231118:1530,0.0,0.0,0.0,0.0,20.74,2.0,0.0
20231118:1630,0.0,0.0,0.0,0.0,19.69,2.14,0.0
20231118:1730,0.0,0.0,0.0,0.0,19.06,2.14,0.0
20231118:1830,0.0,0.0,0.0,0.0,18.38,2.14,0.0
20231118:1930,0.0,0.0,0.0,0.0,17.94,2.0,0.0
20231118:2030,0.0,0.0,0.0,0.0,17.53,2.0,0.0
20231118:2130,0.0,0.0,0.0,0.0,16.96,1.93,0.0
20231118:2230,0.0,0.0,0.0,0.0,16.37,1.86,0.0
20231118:2330,0.0,0.0,0.0,0.0,15.83,1.66,0.0
20231119:0030,0.0,0.0,0.0,0.0,15.25,1.52,0.0
20231119:0130,0.0,4.77,1.34,1.79,15.64,1.1,0.0
20231119:0230,0.0,20.93,5.88,13.49,16.72,0.48,0.0
20231119:0330,10.02,43.53,30.51,24.12,19.19,0.28,0.0
20231119:0430,132.44,69.0,48.11,33.05,21.88,0.55,0.0
20231119:0530,257.91,92.63,56.27,39.34,24.13,1.52,0.0
20231119:0630,349.18,123.55,57.99,41.96,24.98,2.55,0.0
20231119:0730,543.92,120.61,62.65,40.3,25.23,2.48,0.0
20231119:0830,598.74,133.11,53.54,34.76,25.61,2.07,0.0
20231119:0930,616.04,130.17,40.01,26.34,25.64,1.66,0.0
20231119:1030,503.8,119.48,21.97,16.03,25.46,1.31,0.0
20231119:1130,286.52,56.75,4.74,4.53,24.92,1.03,0.0
20231119:1230,0.0,0.0,0.0,0.0,23.74,1.03,0.0
20231119:1330,0.0,0.0,0.0,0.0,22.06,0.97,0.0
20231119:1430,0.0,0.0,0.0,0.0,20.37,0.97,0.0
20231119:1530,0.0,0.0,0.0,0.0,19.57,0.9,0.0
20231119:1630,0.0,0.0,0.0,0.0,18.98,0.9,0.0
20231119:1730,0.0,0.0,0.0,0.0,18.57,0.83,0.0
20231119:1830,0.0,0.0,0.0,0.0,18.11,0.76,0.0
20231119:1930,0.0,0.0,0.0,0.0,17.9,0.28,0.0
20231119:2030,0.0,0.0,0.0,0.0,17.44,0.41,0.0
20231119:2130,0.0,0.0,0.0,0.0,16.92,0.83,0.0
20231119:2230,0.0,0.0,0.0,0.0,15.38,1.1,0.0
20231119:2330,0.0,0.0,0.0,0.0,14.6,1.24,0.0
20231120:0030,0.0,0.0,0.0,0.0,14.14,1.31,0.0
20231120:0130,0.0,4.82,1.36,1.62,13.89,1.31,0.0
20231120:0230,0.0,21.52,6.05,13.3,14.02,1.17,0.0
20231120:0330,14.79,37.37,36.49,23.91,18.14,0.69,0.0
20231120:0430,156.08,59.38,52.31,32.82,21.85,0.76,0.0
20231120:0530,313.87,79.03,62.86,39.11,23.89,0.97,0.0
20231120:0630,459.55,96.88,66.75,41.72,25.08,1.72,0.0
20231120:0730,574.53,112.1,64.03,40.09,25.8,1.59,0.0
20231120:0830,637.15,122.08,54.66,34.59,26.32,1.93,0.0
20231120:0930,628.45,127.36,40.1,26.21,26.48,2.21,0.0
20231120:1030,505.86,117.01,21.72,15.93,26.33,2.41,0.0
20231120:1130,284.26,55.35,4.64,4.46,25.59,2.07,0.0
20231120:1230,0.0,0.0,0.0,0.0,23.82,2.28,0.0
20231120:1330,0.0,0.0,0.0,0.0,21.89,2.34,0.0
20231120:1430,0.0,0.0,0.0,0.0,20.61,2.21,0.0
20231120:1530,0.0,0.0,0.0,0.0,19.6,1.93,0.0
20231120:1630,0.0,0.0,0.0,0.0,18.42,1.59,0.0
20231120:1730,0.0,0.0,0.0,0.0,17.26,1.59,0.0
20231120:1830,0.0,0.0,0.0,0.0,16.42,1.72,0.0
20231120:1930,0.0,0.0,0.0,0.0,15.87,1.45,0.0
20231120:2030,0.0,0.0,0.0,0.0,15.04,1.66,0.0
20231120:2130,0.0,0.0,0.0,0.0,14.6,1.93,0.0
20231120:2230,0.0,0.0,0.0,0.0,14.26,2.07,0.0
20231120:2330,0.0,0.0,0.0,0.0,14.02,2.28,0.0
20231121:0030,0.0,0.0,0.0,0.0,13.78,2.28,0.0
20231121:0130,0.0,4.65,1.31,1.45,13.56,2.21,0.0
20231121:0230,0.0,21.24,5.97,13.12,13.67,1.86,0.0
20231121:0330,16.46,36.84,36.64,23.71,17.37,1.66,0.0
20231121:0430,160.26,58.59,52.63,32.6,20.77,1.79,0.0
20231121:0530,320.56,78.07,63.3,38.87,23.43,2.07,0.0
20231121:0630,467.1,95.75,67.07,41.5,25.09,3.17,0.0
20231121:0730,584.08,110.5,64.33,39.89,25.85,3.38,0.0
20231121:0830,648.94,121.81,55.08,34.42,26.38,3.79,0.0
20231121:0930,636.36,127.7,40.23,26.08,26.56,4.0,0.0
20231121:1030,514.67,118.01,21.82,15.84,26.26,4.0,0.0
20231121:1130,291.62,55.7,4.62,4.39,25.35,3.24,0.0
20231121:1230,0.0,0.0,0.0,0.0,23.1,2.97,0.0
20231121:1330,0.0,0.0,0.0,0.0,21.33,3.03,0.0
20231121:1430,0.0,0.0,0.0,0.0,20.16,3.03,0.0
20231121:1530,0.0,0.0,0.0,0.0,19.11,2.97,0.0
20231121:1630,0.0,0.0,0.0,0.0,18.17,2.9,0.0
20231121:1730,0.0,0.0,0.0,0.0,17.32,2.9,0.0
20231121:1830,0.0,0.0,0.0,0.0,16.58,2.9,0.0
20231121:1930,0.0,0.0,0.0,0.0,15.96,2.9,0.0
20231121:2030,0.0,0.0,0.0,0.0,15.46,2.9,0.0
20231121:2130,0.0,0.0,0.0,0.0,14.98,2.9,0.0
20231121:2230,0.0,0.0,0.0,0.0,14.55,2.83,0.0
20231121:2330,0.0,0.0,0.0,0.0,14.15,2.83,0.0
20231122:0030,0.0,0.0,0.0,0.0,13.77,2.76,0.0
20231122:0130,0.0,4.49,1.26,1.28,13.43,2.62,0.0
20231122:0230,0.0,20.93,5.88,12.93,13.57,2.34,0.0
20231122:0330,18.08,36.4,36.77,23.51,16.34,2.34,0.0
20231122:0430,163.4,58.27,52.78,32.38,19.37,2.69,0.0
20231122:0530,324.98,77.64,63.46,38.64,21.9,2.9,0.0
20231122:0630,476.5,95.05,67.65,41.28,23.77,3.1,0.0
20231122:0730,596.51,109.85,64.98,39.7,24.88,3.03,0.0
20231122:0830,663.66,121.5,55.7,34.27,25.73,2.9,0.0
20231122:0930,654.8,127.6,40.78,25.96,26.15,2.9,0.0
20231122:1030,531.91,119.58,22.13,15.75,26.06,2.83,0.0
20231122:1130,304.25,57.08,4.67,4.33,25.2,2.21,0.0
20231122:1230,0.0,0.0,0.0,0.0,23.24,2.41,0.0
20231122:1330,0.0,0.0,0.0,0.0,21.14,2.48,0.0
20231122:1430,0.0,0.0,0.0,0.0,19.68,2.41,0.0
20231122:1530,0.0,0.0,0.0,0.0,18.56,2.34,0.0
20231122:1630,0.0,0.0,0.0,0.0,17.58,2.21,0.0
20231122:1730,0.0,0.0,0.0,0.0,16.64,2.21,0.0
20231122:1830,0.0,0.0,0.0,0.0,15.82,2.21,0.0
20231122:1930,0.0,0.0,0.0,0.0,15.1,1.86,0.0
20231122:2030,0.0,0.0,0.0,0.0,14.21,1.79,0.0
20231122:2130,0.0,0.0,0.0,0.0,13.49,1.72,0.0
20231122:2230,0.0,0.0,0.0,0.0,12.87,1.66,0.0
20231122:2330,0.0,0.0,0.0,0.0,12.47,1.66,0.0
20231123:0030,0.0,0.0,0.0,0.0,12.1,1.59,0.0
20231123:0130,0.0,4.29,1.21,1.11,12.15,1.31,0.0
20231123:0230,0.0,20.67,5.8,12.75,13.41,0.76,0.0
20231123:0330,19.34,36.35,36.46,23.31,15.94,0.21,0.0
20231123:0430,164.61,58.24,52.46,32.16,19.84,0.48,0.0
20231123:0530,325.53,77.95,63.11,38.42,22.54,0.97,0.0
20231123:0630,474.02,95.56,67.04,41.06,24.13,1.31,0.0
20231123:0730,592.87,110.4,64.4,39.51,24.95,1.24,0.0
20231123:0830,658.49,121.89,55.14,34.11,25.51,1.24,0.0
20231123:0930,646.54,127.77,40.25,25.85,25.73,1.1,0.0
20231123:1030,521.19,118.7,21.74,15.67,25.59,0.97,0.0
20231123:1130,294.86,55.11,4.54,4.27,25.02,0.83,0.0
20231123:1230,0.0,0.0,0.0,0.0,23.65,1.24,0.0
20231123:1330,0.0,0.0,0.0,0.0,21.71,1.66,0.0
20231123:1430,0.0,0.0,0.0,0.0,19.93,1.79,0.0
20231123:1530,0.0,0.0,0.0,0.0,18.39,1.79,0.0
20231123:1630,0.0,0.0,0.0,0.0,17.13,1.86,0.0
20231123:1730,0.0,0.0,0.0,0.0,16.05,1.79,0.0
20231123:1830,0.0,0.0,0.0,0.0,15.16,1.72,0.0
20231123:1930,0.0,0.0,0.0,0.0,14.58,1.66,0.0
20231123:2030,0.0,0.0,0.0,0.0,14.15,1.52,0.0
20231123:2130,0.0,0.0,0.0,0.0,14.01,1.38,0.0
20231123:2230,0.0,0.0,0.0,0.0,14.31,1.03,0.0
20231123:2330,0.0,0.0,0.0,0.0,14.85,0.69,0.0
20231124:0030,0.0,0.0,0.0,0.0,14.59,0.28,0.0
20231124:0130,0.0,4.11,1.16,0.94,14.37,0.34,0.0
20231124:0230,0.0,20.52,5.77,12.57,14.21,0.55,0.0
20231124:0330,20.2,36.83,35.79,23.11,16.44,0.21,0.0
20231124:0430,163.87,58.67,51.75,31.95,20.29,0.28,0.0
20231124:0530,323.53,78.29,62.39,38.2,22.86,0.28,0.0
20231124:0630,472.36,95.66,66.49,40.85,24.2,0.48,0.0
20231124:0730,590.43,110.41,63.89,39.33,24.98,0.62,0.0
20231124:0830,656.25,121.73,54.74,33.97,25.62,1.17,0.0
20231124:0930,645.32,127.55,40.01,25.74,25.89,1.45,0.0
20231124:1030,521.68,118.47,21.62,15.59,25.77,1.52,0.0
20231124:1130,296.57,54.7,4.49,4.21,25.09,1.31,0.0
20231124:1230,0.0,0.0,0.0,0.0,23.62,1.72,0.0
20231124:1330,0.0,0.0,0.0,0.0,21.72,1.93,0.0
20231124:1430,0.0,0.0,0.0,0.0,20.1,2.14,0.0
20231124:1530,0.0,0.0,0.0,0.0,18.8,2.14,0.0
20231124:1630,0.0,0.0,0.0,0.0,17.68,2.14,0.0
20231124:1730,0.0,0.0,0.0,0.0,16.69,2.14,0.0
20231124:1830,0.0,0.0,0.0,0.0,15.94,2.21,0.0
20231124:1930,0.0,0.0,0.0,0.0,15.16,1.86,0.0
20231124:2030,0.0,0.0,0.0,0.0,14.33,1.66,0.0
20231124:2130,0.0,0.0,0.0,0.0,13.68,1.66,0.0
20231124:2230,0.0,0.0,0.0,0.0,13.18,1.72,0.0
20231124:2330,0.0,0.0,0.0,0.0,12.85,1.66,0.0
20231125:0030,0.0,0.0,0.0,0.0,12.48,1.79,0.0
20231125:0130,0.0,3.95,1.11,0.78,12.03,1.79,0.0
20231125:0230,0.0,20.26,5.69,12.39,12.02,1.52,0.0
20231125:0330,21.51,36.49,35.73,22.92,16.16,0.69,0.0
20231125:0430,162.0,62.35,51.34,31.75,19.92,0.69,0.0
20231125:0530,304.81,92.33,61.0,37.99,22.62,0.76,0.0
20231125:0630,450.69,109.43,65.33,40.65,24.14,0.97,0.0
20231125:0730,543.46,132.81,61.98,39.15,25.13,1.31,0.0
20231125:0830,278.7,194.54,42.41,33.83,25.69,1.03,0.0
20231125:0930,90.93,129.83,24.62,25.64,25.67,0.76,0.0
20231125:1030,75.73,80.88,13.82,15.52,25.32,0.62,0.0
20231125:1130,267.12,51.75,4.29,4.17,24.72,0.55,0.0
20231125:1230,0.0,0.0,0.0,0.0,23.54,0.55,0.0
20231125:1330,0.0,0.0,0.0,0.0,22.04,0.48,0.0
20231125:1430,0.0,0.0,0.0,0.0,20.93,0.41,0.0
20231125:1530,0.0,0.0,0.0,0.0,20.01,0.34,0.0
20231125:1630,0.0,0.0,0.0,0.0,19.13,0.62,0.0
20231125:1730,0.0,0.0,0.0,0.0,18.38,0.9,0.0
20231125:1830,0.0,0.0,0.0,0.0,17.11,1.03,0.0
20231125:1930,0.0,0.0,0.0,0.0,15.66,1.79,0.0
20231125:2030,0.0,0.0,0.0,0.0,15.57,1.72,0.0
20231125:2130,0.0,0.0,0.0,0.0,15.24,1.45,0.0
20231125:2230,0.0,0.0,0.0,0.0,15.18,1.31,0.0
20231125:2330,0.0,0.0,0.0,0.0,14.63,1.52,0.0
20231126:0030,0.0,0.0,0.0,0.0,14.42,1.72,0.0
20231126:0130,0.0,4.52,1.27,0.61,14.19,1.86,0.0
20231126:0230,0.0,31.19,8.76,12.21,14.06,1.86,0.0
20231126:0330,12.55,70.88,29.71,22.73,17.11,1.38,0.0
20231126:0430,100.24,112.74,44.22,31.54,20.51,1.66,0.0
20231126:0530,225.36,138.04,55.37,37.78,22.91,2.28,0.0
20231126:0630,379.4,149.92,62.24,40.45,24.49,2.83,0.0
20231126:0730,418.7,180.58,57.28,38.98,25.54,2.62,0.0
20231126:0830,357.37,194.57,45.33,33.7,26.09,2.69,0.0
20231126:0930,225.46,154.98,29.0,25.54,26.12,2.62,0.0
20231126:1030,95.7,88.54,14.58,15.45,25.75,2.34,0.0
20231126:1130,14.63,15.15,2.63,4.13,24.8,1.79,0.0
20231126:1230,0.0,0.0,0.0,0.0,23.17,2.21,0.0
20231126:1330,0.0,0.0,0.0,0.0,21.52,2.34,0.0
20231126:1430,0.0,0.0,0.0,0.0,20.46,2.21,0.0
20231126:1530,0.0,0.0,0.0,0.0,19.75,2.0,0.0
20231126:1630,0.0,0.0,0.0,0.0,19.08,1.72,0.0
20231126:1730,0.0,0.0,0.0,0.0,18.08,1.38,0.0
20231126:1830,0.0,0.0,0.0,0.0,18.02,0.83,0.0
20231126:1930,0.0,0.0,0.0,0.0,17.24,1.1,0.0
20231126:2030,0.0,0.0,0.0,0.0,17.3,0.9,0.0
20231126:2130,0.0,0.0,0.0,0.0,16.82,1.1,0.0
20231126:2230,0.0,0.0,0.0,0.0,17.02,0.83,0.0
20231126:2330,0.0,0.0,0.0,0.0,17.53,0.62,0.0
20231127:0030,0.0,0.0,0.0,0.0,16.51,1.17,0.0
20231127:0130,0.0,2.19,0.62,0.45,16.52,1.24,0.0
20231127:0230,0.0,12.94,3.63,12.04,16.78,1.66,0.0
20231127:0330,0.06,49.45,9.98,22.54,17.8,1.72,0.0
20231127:0430,0.22,65.56,13.2,31.35,19.45,1.79,0.0
20231127:0530,1.38,73.68,14.95,37.58,20.51,2.14,0.0
20231127:0630,31.27,105.75,23.59,40.26,21.25,2.55,0.0
20231127:0730,149.23,101.19,28.72,38.82,21.68,3.17,0.0
20231127:0830,218.43,127.5,31.45,33.57,22.48,3.79,0.0
20231127:0930,405.74,109.61,29.09,25.45,23.06,4.0,0.0
20231127:1030,251.87,93.2,15.26,15.39,23.21,4.07,0.0
20231127:1130,152.3,36.59,3.5,4.09,22.71,3.66,0.0
20231127:1230,0.0,0.0,0.0,0.0,21.37,3.1,0.0
20231127:1330,0.0,0.0,0.0,0.0,20.24,2.76,0.0
20231127:1430,0.0,0.0,0.0,0.0,19.57,3.24,0.0
20231127:1530,0.0,0.0,0.0,0.0,18.43,3.59,0.0
20231127:1630,0.0,0.0,0.0,0.0,17.62,2.97,0.0
20231127:1730,0.0,0.0,0.0,0.0,17.08,2.34,0.0
20231127:1830,0.0,0.0,0.0,0.0,16.6,2.14,0.0
20231127:1930,0.0,0.0,0.0,0.0,16.35,1.79,0.0
20231127:2030,0.0,0.0,0.0,0.0,15.66,0.9,0.0
20231127:2130,0.0,0.0,0.0,0.0,15.72,0.76,0.0
20231127:2230,0.0,0.0,0.0,0.0,15.29,1.79,0.0
20231127:2330,0.0,0.0,0.0,0.0,15.12,2.0,0.0
20231128:0030,0.0,0.0,0.0,0.0,15.22,1.93,0.0
20231128:0130,0.0,2.26,0.63,0.29,15.43,1.93,0.0
20231128:0230,0.0,23.48,6.59,11.87,15.57,2.0,0.0
20231128:0330,5.86,58.8,18.25,22.35,16.93,1.86,0.0
20231128:0430,67.68,80.99,30.86,31.15,18.68,1.86,0.0
20231128:0530,163.51,83.14,38.15,37.38,20.59,2.34,0.0
20231128:0630,89.32,106.64,28.45,40.08,21.9,3.1,0.0
20231128:0730,98.29,126.74,29.76,38.66,21.66,1.1,0.0
20231128:0830,63.71,79.41,18.05,33.46,21.86,1.24,0.0
20231128:0930,114.2,74.52,16.4,25.37,21.78,1.66,0.0
20231128:1030,119.2,38.02,8.07,15.34,21.76,2.07,0.0
20231128:1130,124.52,21.16,2.49,4.06,21.19,1.66,0.0
20231128:1230,0.0,0.0,0.0,0.0,20.39,1.72,0.0
20231128:1330,0.0,0.0,0.0,0.0,19.1,1.93,0.0
20231128:1430,0.0,0.0,0.0,0.0,18.29,1.79,0.0
20231128:1530,0.0,0.0,0.0,0.0,17.66,1.72,0.0
20231128:1630,0.0,0.0,0.0,0.0,16.91,1.86,0.0
20231128:1730,0.0,0.0,0.0,0.0,16.36,1.93,0.0
20231128:1830,0.0,0.0,0.0,0.0,16.2,1.86,0.0
20231128:1930,0.0,0.0,0.0,0.0,15.8,2.0,0.0
20231128:2030,0.0,0.0,0.0,0.0,15.58,1.93,0.0
20231128:2130,0.0,0.0,0.0,0.0,15.22,1.86,0.0
20231128:2230,0.0,0.0,0.0,0.0,15.03,1.72,0.0
20231128:2330,0.0,0.0,0.0,0.0,14.85,1.72,0.0
20231129:0030,0.0,0.0,0.0,0.0,14.68,1.66,0.0
20231129:0130,0.0,3.03,0.85,0.13,14.3,1.72,0.0
20231129:0230,0.0,19.78,5.55,11.7,14.18,1.52,0.0
20231129:0330,18.63,37.0,27.38,22.17,17.11,1.1,0.0
20231129:0430,136.13,70.6,44.59,30.96,19.83,1.38,0.0
20231129:0530,284.0,85.93,55.62,37.19,22.24,1.79,0.0
20231129:0630,307.04,134.77,52.42,39.9,23.57,1.66,0.0
20231129:0730,514.24,113.02,56.69,38.52,24.0,2.14,0.0
20231129:0830,589.7,120.95,49.71,33.34,24.64,1.93,0.0
20231129:0930,448.49,116.79,31.02,25.29,24.82,1.79,0.0
20231129:1030,375.58,92.9,16.9,15.29,24.44,1.86,0.0
20231129:1130,160.8,26.49,2.84,4.03,22.69,1.79,0.0
20231129:1230,0.0,0.0,0.0,0.0,21.75,1.1,0.0
20231129:1330,0.0,0.0,0.0,0.0,20.46,1.17,0.0
20231129:1430,0.0,0.0,0.0,0.0,19.58,1.24,0.0
20231129:1530,0.0,0.0,0.0,0.0,18.98,1.45,0.0
20231129:1630,0.0,0.0,0.0,0.0,18.32,1.59,0.0
20231129:1730,0.0,0.0,0.0,0.0,17.72,1.45,0.0
20231129:1830,0.0,0.0,0.0,0.0,17.24,1.31,0.0
20231129:1930,0.0,0.0,0.0,0.0,16.72,1.45,0.0
20231129:2030,0.0,0.0,0.0,0.0,16.24,1.38,0.0
20231129:2130,0.0,0.0,0.0,0.0,15.74,1.31,0.0
20231129:2230,0.0,0.0,0.0,0.0,15.15,1.24,0.0
20231129:2330,0.0,0.0,0.0,0.0,14.69,1.66,0.0
20231130:0030,0.0,0.0,0.0,0.0,14.77,2.0,0.0
20231130:0130,0.0,0.0,0.0,-0.03,14.62,2.21,0.0
20231130:0230,0.0,18.78,5.27,11.53,14.74,2.07,0.0
20231130:0330,14.77,40.53,23.29,22.0,16.93,1.93,0.0
20231130:0430,127.9,62.05,40.92,30.78,19.3,2.21,0.0
20231130:0530,233.07,97.24,49.58,37.01,21.63,2.83,0.0
20231130:0630,375.64,105.59,55.51,39.73,23.06,3.03,0.0
20231130:0730,509.52,109.95,55.81,38.37,24.67,2.62,0.0
20231130:0830,402.27,113.64,38.41,33.24,25.14,2.28,0.0
20231130:0930,279.84,88.85,22.66,25.22,24.97,2.28,0.0
20231130:1030,295.78,60.92,13.1,15.25,23.3,2.41,0.0
20231130:1130,152.65,17.4,2.26,4.01,22.54,1.93,0.0
20231130:1230,0.0,0.0,0.0,0.0,21.36,0.9,0.0
20231130:1330,0.0,0.0,0.0,0.0,20.26,1.52,0.0
20231130:1430,0.0,0.0,0.0,0.0,19.48,1.59,0.0
20231130:1530,0.0,0.0,0.0,0.0,18.54,1.72,0.0
20231130:1630,0.0,0.0,0.0,0.0,17.58,1.79,0.0
20231130:1730,0.0,0.0,0.0,0.0,17.13,1.79,0.0
20231130:1830,0.0,0.0,0.0,0.0,16.67,1.86,0.0
20231130:1930,0.0,0.0,0.0,0.0,16.29,1.72,0.0
20231130:2030,0.0,0.0,0.0,0.0,16.07,1.72,0.0
20231130:2130,0.0,0.0,0.0,0.0,15.74,1.93,0.0
20231130:2230,0.0,0.0,0.0,0.0,15.53,1.93,0.0
20231130:2330,0.0,0.0,0.0,0.0,15.53,1.79,0.0
20231201:0030,0.0,0.0,0.0,0.0,15.14,1.72,0.0
20231201:0130,0.0,0.0,0.0,-0.18,14.76,1.38,0.0
20231201:0230,0.0,18.35,5.15,11.36,14.43,1.17,0.0
20231201:0330,20.51,43.02,29.2,21.82,17.04,0.9,0.0
20231201:0430,119.42,85.88,42.64,30.59,19.77,1.17,0.0
20231201:0530,295.97,81.56,56.23,36.83,21.78,1.31,0.0
20231201:0630,370.65,107.02,54.96,39.56,23.41,1.38,0.0
20231201:0730,460.48,105.33,51.31,38.24,23.84,1.66,0.0
20231201:0830,563.17,116.61,47.5,33.14,24.3,1.79,0.0
20231201:0930,454.46,110.09,30.51,25.15,24.6,1.72,0.0
20231201:1030,355.82,83.07,15.78,15.21,24.33,1.52,0.0
20231201:1130,197.75,36.88,3.43,4.0,23.73,1.1,0.0
20231201:1230,0.0,0.0,0.0,0.0,22.73,1.59,0.0
20231201:1330,0.0,0.0,0.0,0.0,21.38,1.93,0.0
20231201:1430,0.0,0.0,0.0,0.0,20.04,2.07,0.0
20231201:1530,0.0,0.0,0.0,0.0,19.11,2.07,0.0
20231201:1630,0.0,0.0,0.0,0.0,18.48,2.07,0.0
20231201:1730,0.0,0.0,0.0,0.0,17.98,2.07,0.0
20231201:1830,0.0,0.0,0.0,0.0,17.4,2.07,0.0
20231201:1930,0.0,0.0,0.0,0.0,16.55,2.0,0.0
20231201:2030,0.0,0.0,0.0,0.0,16.12,1.93,0.0
20231201:2130,0.0,0.0,0.0,0.0,15.68,2.0,0.0
20231201:2230,0.0,0.0,0.0,0.0,15.32,1.93,0.0
20231201:2330,0.0,0.0,0.0,0.0,14.93,1.86,0.0
20231202:0030,0.0,0.0,0.0,0.0,14.53,1.86,0.0
20231202:0130,0.0,0.0,0.0,-0.34,14.15,1.79,0.0
20231202:0230,0.0,19.08,5.36,11.2,14.0,1.66,0.0
20231202:0330,25.15,38.11,32.29,21.65,16.61,1.24,0.0
20231202:0430,162.36,60.01,48.08,30.42,19.74,1.24,0.0
20231202:0530,318.18,79.12,58.9,36.66,22.22,1.31,0.0
20231202:0630,397.84,90.95,55.68,39.41,23.57,1.24,0.0
20231202:0730,275.21,148.94,42.99,38.11,24.08,1.38,0.0
20231202:0830,481.12,122.32,43.3,33.05,24.25,1.45,0.0
20231202:0930,564.67,129.77,35.99,25.09,24.48,1.45,0.0
20231202:1030,372.44,81.38,15.93,15.18,24.4,1.52,0.0
20231202:1130,250.3,42.49,3.76,3.99,23.64,1.31,0.0
20231202:1230,0.0,0.0,0.0,0.0,22.42,1.72,0.0
20231202:1330,0.0,0.0,0.0,0.0,20.73,2.07,0.0
20231202:1430,0.0,0.0,0.0,0.0,19.32,2.14,0.0
20231202:1530,0.0,0.0,0.0,0.0,18.18,2.14,0.0
20231202:1630,0.0,0.0,0.0,0.0,17.24,2.14,0.0
20231202:1730,0.0,0.0,0.0,0.0,16.42,2.14,0.0
20231202:1830,0.0,0.0,0.0,0.0,15.72,2.14,0.0
20231202:1930,0.0,0.0,0.0,0.0,14.99,2.07,0.0
20231202:2030,0.0,0.0,0.0,0.0,14.44,2.07,0.0
20231202:2130,0.0,0.0,0.0,0.0,14.05,2.0,0.0
20231202:2230,0.0,0.0,0.0,0.0,13.56,2.0,0.0
20231202:2330,0.0,0.0,0.0,0.0,13.08,1.86,0.0
20231203:0030,0.0,0.0,0.0,0.0,12.55,1.66,0.0
20231203:0130,0.0,0.0,0.0,-0.49,12.1,1.59,0.0
20231203:0230,0.0,18.55,5.21,11.04,12.14,1.66,0.0
20231203:0330,26.44,36.89,32.66,21.48,15.98,1.45,0.0
20231203:0430,165.78,58.46,48.33,30.25,19.79,1.79,0.0
20231203:0530,318.27,78.37,58.56,36.49,22.18,2.14,0.0
20231203:0630,422.41,96.92,58.78,39.26,23.56,1.93,0.0
20231203:0730,496.38,99.51,53.22,37.99,24.12,1.38,0.0
20231203:0830,599.4,120.82,49.7,32.96,24.59,1.17,0.0
20231203:0930,524.04,123.31,33.93,25.04,24.88,0.97,0.0
20231203:1030,345.05,89.72,16.0,15.15,24.71,0.69,0.0
20231203:1130,139.1,23.09,2.6,3.98,24.06,0.48,0.0
20231203:1230,0.0,0.0,0.0,0.0,22.94,0.69,0.0
20231203:1330,0.0,0.0,0.0,0.0,21.43,0.48,0.0
20231203:1430,0.0,0.0,0.0,0.0,20.42,0.28,0.0
20231203:1530,0.0,0.0,0.0,0.0,19.01,0.69,0.0
20231203:1630,0.0,0.0,0.0,0.0,17.96,1.59,0.0
20231203:1730,0.0,0.0,0.0,0.0,17.41,1.45,0.0
20231203:1830,0.0,0.0,0.0,0.0,16.47,1.17,0.0
20231203:1930,0.0,0.0,0.0,0.0,17.29,0.76,0.0
20231203:2030,0.0,0.0,0.0,0.0,16.72,1.24,0.0
20231203:2130,0.0,0.0,0.0,0.0,16.35,1.45,0.0
20231203:2230,0.0,0.0,0.0,0.0,16.22,1.38,0.0
